business_id,total_calls,completed,avg_duration,median_duration,short_18s,long_5m,completion_rate_%,short_18s_%,long_5m_%
2fXGh4YTgD3ohXsqnAYN,7,7,0.4614,0.38,0.2857142857142857,0.0,100.0,28.57,0.0
2gBO5T7yCnErudpReusY,11,10,,,0.0,0.0,90.91,0.0,0.0
2gTbqDC8Wnir59YpWf4h,1,0,,,0.0,0.0,0.0,0.0,0.0
2k6fXtlHCx59Qov4JVJQ,3,3,3.1067,2.5,0.0,0.0,100.0,0.0,0.0
2llwOnTMGXnzyMKidM7j,4,4,0.9033,0.58,0.25,0.0,100.0,25.0,0.0
2pXQJ7qb9zntPdznyL6a,6,1,,,0.0,0.0,16.67,0.0,0.0
2qUntfQbGQgyVtFbRb1i,4,2,0.05,0.05,0.25,0.0,50.0,25.0,0.0
2ujPZ7Y9htvAywf3kZDB,1,1,0.12,0.12,1.0,0.0,100.0,100.0,0.0
2wDrxeIecjpKHnILISAm,1,1,1.47,1.47,0.0,0.0,100.0,0.0,0.0
2x5M1gyOUG41mNTrxCGU,5,4,2.075,2.3,0.0,0.0,80.0,0.0,0.0
2ziJcYF1LkB5rwiZKiYk,1,1,0.23,0.23,1.0,0.0,100.0,100.0,0.0
2zkr5VAP9WvE6DDNStnf,1,1,0.77,0.77,0.0,0.0,100.0,0.0,0.0
32I2I26T8CHTnRx8K9Zb,4,4,2.1675,2.395,0.0,0.0,100.0,0.0,0.0
337be6NPF7cdivvwQhR1,6,3,0.1,0.1,0.16666666666666666,0.0,50.0,16.67,0.0
33GPCOjz14PY2Y0io0rk,1,1,0.83,0.83,0.0,0.0,100.0,0.0,0.0
33NL2L4kFbwfFAzRv5DM,5,5,2.48,1.98,0.4,0.0,100.0,40.0,0.0
347uG6NH7TfNLqNkTnQ1,2,1,,,0.0,0.0,50.0,0.0,0.0
36FeQfxFSdLx3i9N4ogC,3,3,1.41,1.41,0.3333333333333333,0.0,100.0,33.33,0.0
3H5tLlYCrPxaizJVYtF3,1,1,,,0.0,0.0,100.0,0.0,0.0
3KMBDIrfyppDEIOa3aGu,3,2,,,0.0,0.0,66.67,0.0,0.0
3LQWCVPPGi8Wq8RSDzfB,1,1,0.07,0.07,1.0,0.0,100.0,100.0,0.0
3MquHEKA2uDg8fF1dbB1,2,2,0.355,0.355,0.5,0.0,100.0,50.0,0.0
3Ood5XhGsgFAOhg4WjnW,1,1,0.22,0.22,1.0,0.0,100.0,100.0,0.0
3UME7XMltaan0J8kxwXf,1,1,0.95,0.95,0.0,0.0,100.0,0.0,0.0
3UmTYmpoUdX4c3o5FPND,10,10,0.8256,0.72,0.0,0.0,100.0,0.0,0.0
3V0gvXZPqK070ROHRctR,4,2,0.36,0.36,0.25,0.0,50.0,25.0,0.0
3WcZsneVdC8wFxoRE1H1,2,0,,,0.0,0.0,0.0,0.0,0.0
3YEutg8VEwTMx6Co8DQv,1,1,0.08,0.08,1.0,0.0,100.0,100.0,0.0
3YbHWBhz1hJ76yzYDZlp,8,8,1.0,0.955,0.0,0.0,100.0,0.0,0.0
3ZfLvGZLrqLIczC0wayQ,130,130,0.7246,0.72,0.007692307692307693,0.0,100.0,0.77,0.0
3dxqR9f70g2BPFUcY09A,5,5,1.702,1.77,0.0,0.0,100.0,0.0,0.0
3g6Q4orsymXfOHG4Y4dA,21,19,1.2625,1.0,0.0,0.0,90.48,0.0,0.0
3gyu27XyUaqKvZPowTa7,3,3,0.17,0.18,1.0,0.0,100.0,100.0,0.0
3ilBNdRISlNTlB1eb93d,7,7,0.9586,0.62,0.2857142857142857,0.0,100.0,28.57,0.0
3mT9N4ffq3KWiPfIwtIW,6,4,,,0.0,0.0,66.67,0.0,0.0
3onTKhaHycWtAN2ACqFB,8,7,1.4243,1.38,0.0,0.0,87.5,0.0,0.0
3rNGJYMiXXowgywApPTw,7,7,1.4614,0.75,0.0,0.0,100.0,0.0,0.0
3twxFPtNcicszVrQsCyy,7,7,0.4086,0.27,0.7142857142857143,0.0,100.0,71.43,0.0
3uZhNtHIAog4lw74FARs,36,35,0.9197,0.73,0.19444444444444445,0.0,97.22,19.44,0.0
3vAIewI0SItcnZDvPy72,1,1,0.22,0.22,1.0,0.0,100.0,100.0,0.0
3xNs2ul4NCt1HVEG9PpY,3,3,1.6667,2.18,0.3333333333333333,0.0,100.0,33.33,0.0
3zMWFXu15ula78Wa76bW,3,1,,,0.0,0.0,33.33,0.0,0.0
3zOe8x4UYPzSNdDB0KUp,17,17,0.4147,0.23,0.5294117647058824,0.0,100.0,52.94,0.0
3zYkbT9EX0XbjFFinFbE,1,1,1.13,1.13,0.0,0.0,100.0,0.0,0.0
44yKuNcyrZ3BEmmgKwFv,9,9,0.826,0.93,0.1111111111111111,0.0,100.0,11.11,0.0
49dVr7hTWa6hWEeD0Dci,2,2,0.635,0.635,0.0,0.0,100.0,0.0,0.0
49rd2EJW3SNjvOCtXFZL,19,19,1.4884,1.65,0.15789473684210525,0.0,100.0,15.79,0.0
4AtnuMSOFt7jd50Evskp,1,1,1.45,1.45,0.0,0.0,100.0,0.0,0.0
4Btu8Uc8EyyACtKFbuIZ,3,3,0.97,1.13,0.3333333333333333,0.0,100.0,33.33,0.0
4EuWMaizmwc7fRafLmN9,50,48,0.5123,0.23,0.52,0.0,96.0,52.0,0.0
4F2SdNgmlOJmFcWp5Jvc,1,1,,,0.0,0.0,100.0,0.0,0.0
4JWT518st7Z0B22Mpifz,1,1,0.27,0.27,1.0,0.0,100.0,100.0,0.0
4Lf0k3Q1TWhsNLBnMxvo,8,8,1.48,1.68,0.0,0.0,100.0,0.0,0.0
4MNuIvEFbap5gfCOIDl8,1,1,5.0,5.0,0.0,0.0,100.0,0.0,0.0
4PW1EuGhvmCG50EhIyx0,6,6,0.925,0.85,0.3333333333333333,0.0,100.0,33.33,0.0
4V2mn9IDSmRN1hBe19wp,2,2,0.395,0.395,0.5,0.0,100.0,50.0,0.0
4VEY948dhx8zsKZTARrj,3,2,1.21,1.21,0.0,0.0,66.67,0.0,0.0
4VbKsMyTImpYGf8UD2zH,1,1,0.57,0.57,0.0,0.0,100.0,0.0,0.0
4Wismid0omq9dOEtvtBg,11,1,,,0.0,0.0,9.09,0.0,0.0
4WvZLTHXx6YFuajEnvz5,1,1,0.25,0.25,1.0,0.0,100.0,100.0,0.0
4YLSLuOPHgWCyCxybAiF,2,2,0.43,0.43,0.0,0.0,100.0,0.0,0.0
4Yy5dzhGK6ydWUo6Z55Q,2,0,,,0.0,0.0,0.0,0.0,0.0
4aVhysm1e4WtrKk2qI0s,3,0,,,0.0,0.0,0.0,0.0,0.0
4agf30JEw4HU4AWVY2XV,29,29,1.0644,1.1,0.06896551724137931,0.0,100.0,6.9,0.0
4alcJGBqQdIDfAvCiJV3,5,4,1.185,0.825,0.0,0.0,80.0,0.0,0.0
4anRu7ifNJvjoBOQjnpJ,4,4,3.9,4.115,0.0,0.0,100.0,0.0,0.0
4d11ovjkNT5NJ5WF9TyK,1,1,,,0.0,0.0,100.0,0.0,0.0
4h70kKHf2UC3V5P60cvs,1,1,,,0.0,0.0,100.0,0.0,0.0
4hwak31s1EmXtw4Y5cin,3,3,1.64,2.12,0.0,0.0,100.0,0.0,0.0
4jKva8Jo5TcK4gu1SDMi,4,3,,,0.0,0.0,75.0,0.0,0.0
4lO7kKUzDIdj6aM5R9Ss,2,2,,,0.0,0.0,100.0,0.0,0.0
4noQxyCLbS3BNrmGavOS,4,2,,,0.0,0.0,50.0,0.0,0.0
4qJa2ChHDql0oq32E90O,2,2,1.965,1.965,0.0,0.0,100.0,0.0,0.0
4rXHZR8rFOy9hrCJ29An,1,0,,,0.0,0.0,0.0,0.0,0.0
4sZf7m1kEzRAma0XTKCw,3,1,,,0.0,0.0,33.33,0.0,0.0
4spBYP67dF8B4jikYSUN,78,46,1.8624,1.25,0.0,0.0,58.97,0.0,0.0
4uRo9fgY1lzTr2MznZ8f,1,1,2.23,2.23,0.0,0.0,100.0,0.0,0.0
4udn1WbZt0uQwHjtVi5E,1,1,0.15,0.15,1.0,0.0,100.0,100.0,0.0
4xulDPq895xqlD8b2SYB,34,33,0.7281,0.57,0.29411764705882354,0.0,97.06,29.41,0.0
4yk6jmFS0clT664i1s1I,1,1,0.07,0.07,1.0,0.0,100.0,100.0,0.0
50VyTwtfT6tm6w3JWfZR,12,11,1.039,0.835,0.16666666666666666,0.0,91.67,16.67,0.0
543dy3yfhbFWUD7pLLai,11,11,1.829,1.845,0.09090909090909091,0.0,100.0,9.09,0.0
54rcoWUJTCwJhNGYy1CE,1,1,1.15,1.15,0.0,0.0,100.0,0.0,0.0
57UbH4g09RY7x50M97Er,1,1,2.35,2.35,0.0,0.0,100.0,0.0,0.0
5984KL4dxDkEgLqhNarY,3,2,3.25,3.25,0.0,0.0,66.67,0.0,0.0
59cOPzgJ9pYJBBN9vvu6,9,9,,,0.0,0.0,100.0,0.0,0.0
5AZuxb8rOOFYirV8IGas,3,3,1.6833,1.67,0.0,0.0,100.0,0.0,0.0
5BtOCH6RXf01llIYg7ON,1,1,1.58,1.58,0.0,0.0,100.0,0.0,0.0
5D3TwGw3eTa2MXcl9fQZ,3,3,0.6233,0.62,0.0,0.0,100.0,0.0,0.0
5DIBOjb3Injc6Q2I3uGX,7,6,0.9,0.9,0.0,0.0,85.71,0.0,0.0
5GfxPzGjQbnI0gk9oCXY,2,2,1.56,1.56,0.0,0.0,100.0,0.0,0.0
5Gh5q2SwN3DHqaU7sSmZ,1,0,,,0.0,0.0,0.0,0.0,0.0
5KNcJcblwftDgsKpBJfp,5,0,,,0.0,0.0,0.0,0.0,0.0
5LgOCdsHA4gMM0NGjLd3,22,14,0.5178,0.12,0.3181818181818182,0.0,63.64,31.82,0.0
5N91qkygmFmNx1tgK0y0,3,0,,,0.0,0.0,0.0,0.0,0.0
5OV4y5pGeqoa6R82rQS3,6,6,0.5333,0.575,0.3333333333333333,0.0,100.0,33.33,0.0
5Oy7WYZnxm1UFtXJvP7d,6,6,1.9983,2.135,0.16666666666666666,0.0,100.0,16.67,0.0
5TqKK3oWVYE9cbk1pemV,18,15,1.33,1.33,0.0,0.0,83.33,0.0,0.0
5UUvy7FrVrJKGqHpwkwX,1,1,0.67,0.67,0.0,0.0,100.0,0.0,0.0
5W6GR1I8ongw4p16jiRf,10,10,0.93,0.865,0.1,0.0,100.0,10.0,0.0
5WF66AqsXJCvuQ6QJAGl,3,3,0.3167,0.38,0.3333333333333333,0.0,100.0,33.33,0.0
5Wf0x7C4IEL7LKlKMSPO,1,1,0.68,0.68,0.0,0.0,100.0,0.0,0.0
5a7eNhVUTHpotn4EoSza,2,2,,,0.0,0.0,100.0,0.0,0.0
5bX0EsHSoUGThG5zj88o,2,2,1.685,1.685,0.5,0.0,100.0,50.0,0.0
5gZ8KDApXqgEvZiz4V86,1,1,0.22,0.22,1.0,0.0,100.0,100.0,0.0
5h05uWvCMr9LptqTI8uv,1,1,,,0.0,0.0,100.0,0.0,0.0
5h2uo6u8gazKuQ634K7L,10,8,0.3787,0.14,0.7,0.0,80.0,70.0,0.0
5iNkFslCFjSqekMePIpa,1,0,,,0.0,0.0,0.0,0.0,0.0
5ivR28Q110bl7v2xEClQ,1,1,0.3,0.3,0.0,0.0,100.0,0.0,0.0
5j8fWHFjv8n4o9c3Sz4B,5,5,1.828,1.0,0.0,0.0,100.0,0.0,0.0
5ljNuKdd4ZBuVNrsWoTr,1,1,1.27,1.27,0.0,0.0,100.0,0.0,0.0
5lndhtjzsUFqpNoTKJl5,1,0,,,0.0,0.0,0.0,0.0,0.0
5qXZSa1aEztiLCBu2NWy,1,1,1.65,1.65,0.0,0.0,100.0,0.0,0.0
5vnhsdkKE6o3gZ3DpA8k,7,1,0.9,0.9,0.0,0.0,14.29,0.0,0.0
5yhCgJZ9CAgwzAvfXmtF,10,8,0.5488,0.14,0.5,0.0,80.0,50.0,0.0
5zRI8bVaUDnoULlUb12v,1,1,,,0.0,0.0,100.0,0.0,0.0
60c64hqhdUi9zyP2NpEc,1,1,0.38,0.38,0.0,0.0,100.0,0.0,0.0
66TDLyGzrqeOTvpbupB7,1,1,1.55,1.55,0.0,0.0,100.0,0.0,0.0
66zZi4ZL5ycrH1EOaUzD,10,6,0.135,0.135,0.2,0.0,60.0,20.0,0.0
6A3ZoGrfexcoKlDtSllO,5,4,,,0.0,0.0,80.0,0.0,0.0
6ApiDKEOYEFQ1lxKFskg,9,9,,,0.0,0.0,100.0,0.0,0.0
6EhUnaQjMED7e11ZxxEl,9,9,1.0678,1.35,0.0,0.0,100.0,0.0,0.0
6HCKCrN1jVRHVe6OslWa,1,1,0.53,0.53,0.0,0.0,100.0,0.0,0.0
6KiNgRBR6oKlXj5ICR0r,6,4,0.705,0.71,0.0,0.0,66.67,0.0,0.0
6L6CSNA3CJgxbQhuj0wE,11,11,1.2075,1.3,0.0,0.0,100.0,0.0,0.0
6Lkd90HkibsvcbXlIruc,5,5,0.03,0.03,0.2,0.0,100.0,20.0,0.0
6MnwmopstqrQ1kzsSNb4,3,3,0.2467,0.23,1.0,0.0,100.0,100.0,0.0
6OI8AyMIzjXaMef3A1qN,2,2,,,0.0,0.0,100.0,0.0,0.0
6SevVxgW8tDgU1mSBKaj,3,3,0.5633,0.77,0.3333333333333333,0.0,100.0,33.33,0.0
6UPy17XibmeU2KQK4qUR,5,5,0.976,0.67,0.2,0.0,100.0,20.0,0.0
6Z9mQKzJvt7hs7kbowwu,28,28,0.3367,0.13,0.6428571428571429,0.0,100.0,64.29,0.0
6cgUM2g6kVt0UaUJY1Ea,3,1,0.53,0.53,0.0,0.0,33.33,0.0,0.0
6e7subGotWN1tlLO7bin,3,3,1.2867,1.85,0.3333333333333333,0.0,100.0,33.33,0.0
6fqdtXXWSeqSVsG9ER7r,43,40,2.097,1.895,0.023255813953488372,0.0,93.02,2.33,0.0
6fsdOZHsItdYFBCyyYne,3,3,,,0.0,0.0,100.0,0.0,0.0
6i7y1PhdpZfoEHYh5JV9,1,0,,,0.0,0.0,0.0,0.0,0.0
6jfzGbBya4a00V5sU6W4,2,1,0.82,0.82,0.0,0.0,50.0,0.0,0.0
6jozw2ixzMUomBmKjbL9,1,1,0.33,0.33,0.0,0.0,100.0,0.0,0.0
6s7E7rECYvJTn6lzDMj4,1,1,0.7,0.7,0.0,0.0,100.0,0.0,0.0
6t5aY2B7Bi5ZcBQ50cIk,1,1,0.93,0.93,0.0,0.0,100.0,0.0,0.0
6uwuueuLSHVLFid2RdQV,2,2,1.205,1.205,0.5,0.0,100.0,50.0,0.0
6v1RxWyYnGwHEY9UnjVu,6,6,0.95,0.925,0.0,0.0,100.0,0.0,0.0
6xDQK6MP8ZSiJ2nXk58z,2,2,,,0.0,0.0,100.0,0.0,0.0
6zJAoJFjEncbNljUL2z4,3,3,3.405,3.405,0.0,0.0,100.0,0.0,0.0
6zfrEwBY2vGEajcVhOKR,5,5,0.484,0.2,0.6,0.0,100.0,60.0,0.0
72otIPPcc7DmK6idQw1Z,2,1,0.47,0.47,0.0,0.0,50.0,0.0,0.0
76VnNVIQS1UMPMdhx8I3,3,3,,,0.0,0.0,100.0,0.0,0.0
77BsjKnS4NckmUhEu0jN,1,0,,,0.0,0.0,0.0,0.0,0.0
77EkTRn1Qz5EpAkS7McK,41,41,0.9265,0.8,0.0975609756097561,0.0,100.0,9.76,0.0
77fKsd67cPs70ZrZT6eG,6,6,2.37,1.96,0.16666666666666666,0.0,100.0,16.67,0.0
7AMOjElYDBxXVhJ1QHqQ,1,1,0.32,0.32,0.0,0.0,100.0,0.0,0.0
7BRfMvXdh7yS8aw3KG0d,6,6,1.2667,1.3,0.3333333333333333,0.0,100.0,33.33,0.0
7BTxTsPu005sIpumv2ZW,3,3,0.3,0.3,0.0,0.0,100.0,0.0,0.0
7CAwztrraKFbmPh8SE0i,1,1,0.97,0.97,0.0,0.0,100.0,0.0,0.0
7I3yafRICPWjWgrRByVE,3,0,,,0.0,0.0,0.0,0.0,0.0
7Ira4p67AqvT5PwN4Gv4,1,1,0.03,0.03,1.0,0.0,100.0,100.0,0.0
7LpfwrIiShDTru80IYHY,1,1,0.57,0.57,0.0,0.0,100.0,0.0,0.0
7N4Bi849yKLMReiOGq23,5,5,,,0.0,0.0,100.0,0.0,0.0
7NFAOvwait9euXaWGJbO,4,3,,,0.0,0.0,75.0,0.0,0.0
7NzouY0E8fVA1BCo8lcq,1,0,,,0.0,0.0,0.0,0.0,0.0
7O6mec5BZEShJuK3G5Xj,3,3,1.09,1.09,0.0,0.0,100.0,0.0,0.0
7QBixOaSbMQU1dJc8chb,2,2,1.4,1.4,0.0,0.0,100.0,0.0,0.0
7SDRZCevpxuuzXo0FRcJ,37,36,0.4526,0.27,0.4864864864864865,0.0,97.3,48.65,0.0
7Y5OPEMy2NKUrdnT1YPA,3,3,1.8433,2.25,0.3333333333333333,0.0,100.0,33.33,0.0
7cypXge6HyXlbgv49rjG,4,1,2.45,2.45,0.0,0.0,25.0,0.0,0.0
7hLGZx05akLjvI3HbCWd,1,1,2.15,2.15,0.0,0.0,100.0,0.0,0.0
7hhb7BJ2lAGxx35usAlL,1,1,5.4,5.4,0.0,1.0,100.0,0.0,100.0
7lrxXXt3WxXA1TCLXlc1,5,5,0.386,0.4,0.2,0.0,100.0,20.0,0.0
7m5rsi0yIpQvbEhFJJkE,6,6,0.67,0.72,0.0,0.0,100.0,0.0,0.0
7nbB4BpvwPiysLakjC1Q,3,3,0.5033,0.63,0.3333333333333333,0.0,100.0,33.33,0.0
