agent_id,total_calls,completed,avg_duration,median_duration,short_18s,long_5m,completion_rate_%,short_18s_%,long_5m_%
6718f64dc9cd7ebc542e274b,78,57,1.115,1.115,0.0,0.0,73.08,0.0,0.0
6718f6f1c9cd7e67aa2e274f,9,9,0.2529,0.08,0.6666666666666666,0.0,100.0,66.67,0.0
6718f88ec9cd7e98982e275c,2,2,0.44,0.44,0.0,0.0,100.0,0.0,0.0
6719004bd5c22fe9b733ae51,3,3,1.04,1.1,0.0,0.0,100.0,0.0,0.0
67190093d5c22f417e33ae56,1,1,,,0.0,0.0,100.0,0.0,0.0
6719017e51528a72db35f961,1,1,0.12,0.12,1.0,0.0,100.0,100.0,0.0
6719050bd5c22f2b2033ae83,3,3,1.41,1.41,0.3333333333333333,0.0,100.0,33.33,0.0
67190678c9cd7ea2be2e27b3,3,3,1.3133,0.97,0.0,0.0,100.0,0.0,0.0
67190bf17957b63d0888b299,1,1,1.27,1.27,0.0,0.0,100.0,0.0,0.0
67190ce6496fd616af3c0933,19,10,0.1,0.1,0.05263157894736842,0.0,52.63,5.26,0.0
6719138451528af25135f9f3,2,2,0.77,0.77,0.0,0.0,100.0,0.0,0.0
671913e9496fd6eaca3c0969,6,6,1.2983,0.575,0.16666666666666666,0.0,100.0,16.67,0.0
6719217d496fd662463c09c7,7,6,0.885,0.885,0.14285714285714285,0.0,85.71,14.29,0.0
671921cd496fd61a633c09cd,5,5,0.482,0.42,0.4,0.0,100.0,40.0,0.0
671921fcaa777a8804982924,17,9,,,0.0,0.0,52.94,0.0,0.0
671925d07957b6be6288b364,3,3,0.2967,0.32,0.3333333333333333,0.0,100.0,33.33,0.0
671926cd7957b66f6e88b373,1,0,,,0.0,0.0,0.0,0.0,0.0
67193531496fd6146f3c0a79,2,1,,,0.0,0.0,50.0,0.0,0.0
67193a4c51528a51a035faf7,7,4,0.8133,0.73,0.0,0.0,57.14,0.0,0.0
6719400f496fd6539d3c0acf,1,1,,,0.0,0.0,100.0,0.0,0.0
6719402f7957b603af88b426,4,4,0.9033,0.58,0.25,0.0,100.0,25.0,0.0
671940da496fd679a43c0adb,4,4,0.1225,0.12,1.0,0.0,100.0,100.0,0.0
671945ff51528a0cde35fb4d,1,1,0.42,0.42,0.0,0.0,100.0,0.0,0.0
67194a1c496fd662b73c0b3d,2,2,0.355,0.355,0.5,0.0,100.0,50.0,0.0
67194ddb7957b6d4c588b4d0,2,2,2.57,2.57,0.0,0.0,100.0,0.0,0.0
671953d151528a22d835fbd7,3,0,,,0.0,0.0,0.0,0.0,0.0
671954f3496fd6a6c53c0b92,3,3,,,0.0,0.0,100.0,0.0,0.0
671954fe496fd65d0e3c0b93,2,2,1.4,1.4,0.0,0.0,100.0,0.0,0.0
671956bb51528aa26b35fbe2,1,1,1.15,1.15,0.0,0.0,100.0,0.0,0.0
671968c2496fd6e2593c0c41,1,1,0.63,0.63,0.0,0.0,100.0,0.0,0.0
67196ff87957b66a3e88b60a,2,2,0.645,0.645,0.5,0.0,100.0,50.0,0.0
671970aa7957b61b0088b613,1,1,,,0.0,0.0,100.0,0.0,0.0
6719749f496fd66b333c0ca3,5,2,0.55,0.55,0.0,0.0,40.0,0.0,0.0
6719799e7957b65db888b666,1,1,0.77,0.77,0.0,0.0,100.0,0.0,0.0
67197ab1496fd666293c0cdf,4,4,0.405,0.285,0.5,0.0,100.0,50.0,0.0
67197bd151528a7d7735fd26,1,1,0.12,0.12,1.0,0.0,100.0,100.0,0.0
67198a20496fd6bda13c0d33,3,2,3.25,3.25,0.0,0.0,66.67,0.0,0.0
671997c07957b6dd7688b6f7,5,5,0.662,0.63,0.0,0.0,100.0,0.0,0.0
6719a0c951528a6f2935fdc1,2,2,0.29,0.29,0.5,0.0,100.0,50.0,0.0
6719a1af7957b631ea88b729,9,9,0.424,0.13,0.3333333333333333,0.0,100.0,33.33,0.0
6719b5a37957b6f4aa88b75a,2,2,,,0.0,0.0,100.0,0.0,0.0
6719cb02496fd6cdc63c0dfd,2,2,1.505,1.505,0.0,0.0,100.0,0.0,0.0
6719d2fa496fd68a6a3c0e0d,2,2,1.155,1.155,0.0,0.0,100.0,0.0,0.0
6719eb9f7957b6cc4c88b7d6,8,6,0.4025,0.395,0.0,0.0,75.0,0.0,0.0
6719f4e47957b6f43488b7f4,1,1,1.08,1.08,0.0,0.0,100.0,0.0,0.0
671a38cf005531855aaaeda5,1,1,,,0.0,0.0,100.0,0.0,0.0
671a444e005531b44daaedef,2,2,1.775,1.775,0.0,0.0,100.0,0.0,0.0
671a4e5d44b144933891f74e,4,4,3.44,3.565,0.0,0.0,100.0,0.0,0.0
671a521d005531e40caaee2a,7,2,0.415,0.415,0.14285714285714285,0.0,28.57,14.29,0.0
671a575f005531c901aaee50,18,17,0.898,0.92,0.1111111111111111,0.0,94.44,11.11,0.0
671a5d9aeaffac9bcadea653,1,1,0.83,0.83,0.0,0.0,100.0,0.0,0.0
671a61b3eaffacbdabdea676,2,1,0.18,0.18,0.5,0.0,50.0,50.0,0.0
671a81f544b1442c9891f855,1,1,2.9,2.9,0.0,0.0,100.0,0.0,0.0
671a83b4005531667baaef89,5,5,0.42,0.42,0.2,0.0,100.0,20.0,0.0
671a88c844b144362d91f879,3,1,1.23,1.23,0.0,0.0,33.33,0.0,0.0
671a969a005531e749aaefee,3,1,0.53,0.53,0.0,0.0,33.33,0.0,0.0
671a9b6bf1ca484401f566a9,1,1,,,0.0,0.0,100.0,0.0,0.0
671a9cac44b144295791f8d2,7,7,,,0.0,0.0,100.0,0.0,0.0
671aaa52005531052faaf085,2,2,0.255,0.255,0.5,0.0,100.0,50.0,0.0
671aaf1644b14493cb91f959,27,27,,,0.0,0.0,100.0,0.0,0.0
671ab14644b144d08091f97a,5,3,0.525,0.525,0.2,0.0,60.0,20.0,0.0
671ab8cbeaffac686bdea8b5,13,13,0.745,0.325,0.3076923076923077,0.0,100.0,30.77,0.0
671abc4244b14437e391f9d2,17,16,2.2369,0.97,0.0,0.11764705882352941,94.12,0.0,11.76
671abd260055314609aaf110,1,1,0.1,0.1,1.0,0.0,100.0,100.0,0.0
671ae32b44b1442c4791facf,1,1,0.42,0.42,0.0,0.0,100.0,0.0,0.0
671af15beaffac1c50deaa34,1,1,,,0.0,0.0,100.0,0.0,0.0
671af2ed0055318f35aaf251,1,1,0.98,0.98,0.0,0.0,100.0,0.0,0.0
671afe39eaffac0ff7deaa5c,10,10,,,0.0,0.0,100.0,0.0,0.0
671b14271278b1ef4f7b0e6f,1,1,2.27,2.27,0.0,0.0,100.0,0.0,0.0
671b19751278b1ec6c7b0e8c,5,5,0.728,0.3,0.4,0.0,100.0,40.0,0.0
671b2e8feaffac615adeaac6,3,1,,,0.0,0.0,33.33,0.0,0.0
671b2eb71278b1ee017b0eae,1,1,0.3,0.3,0.0,0.0,100.0,0.0,0.0
671b2edaeaffacd579deaac8,1,1,0.07,0.07,1.0,0.0,100.0,100.0,0.0
671b8991eaffac6edbdeab73,3,3,3.45,3.45,0.0,0.0,100.0,0.0,0.0
671b91f91278b164bc7b0f68,1,1,0.83,0.83,0.0,0.0,100.0,0.0,0.0
671b9bdf44b14463a391fcaf,19,19,0.3532,0.2,0.8421052631578947,0.0,100.0,84.21,0.0
671ba31644b144863591fcd6,2,2,0.78,0.78,0.0,0.0,100.0,0.0,0.0
671ba6c7eaffac8fb4deabe6,11,10,,,0.0,0.0,90.91,0.0,0.0
671ba82beaffac2051deabe8,7,7,0.52,0.52,0.14285714285714285,0.0,100.0,14.29,0.0
671ba94644b1440f1491fcec,1,1,1.1,1.1,0.0,0.0,100.0,0.0,0.0
671bb1161278b180517b0fce,1,1,0.32,0.32,0.0,0.0,100.0,0.0,0.0
671bb16c44b144195591fd18,2,2,,,0.0,0.0,100.0,0.0,0.0
671bb282eaffac3378deac15,1,1,1.13,1.13,0.0,0.0,100.0,0.0,0.0
671bca7844b14451b491fd85,5,5,1.634,1.45,0.2,0.0,100.0,20.0,0.0
671bcf7f44b14442c991fdac,2,2,1.0,1.0,0.0,0.0,100.0,0.0,0.0
671bd50eeaffacedb8deacc3,7,6,1.225,1.26,0.0,0.0,85.71,0.0,0.0
671be568eaffac327fdead38,6,6,1.3133,1.5,0.16666666666666666,0.0,100.0,16.67,0.0
671bea021278b135417b112e,6,6,0.95,0.925,0.0,0.0,100.0,0.0,0.0
671bed0644b14456d591fe76,14,14,0.3662,0.13,0.6428571428571429,0.0,100.0,64.29,0.0
671bef9344b1442b7291fe8d,5,4,0.6425,0.485,0.4,0.0,80.0,40.0,0.0
671bfa001278b108c07b11b6,3,2,0.415,0.415,0.3333333333333333,0.0,66.67,33.33,0.0
671bfa2deaffacda56deadb3,1,1,0.45,0.45,0.0,0.0,100.0,0.0,0.0
671bfc9e44b1442af991fef7,2,2,1.24,1.24,0.0,0.0,100.0,0.0,0.0
671bfdf71278b133367b11d4,3,2,,,0.0,0.0,66.67,0.0,0.0
671c01f6eaffacf983deadfb,1,0,,,0.0,0.0,0.0,0.0,0.0
671c10e044b144bd2291ff68,1,0,,,0.0,0.0,0.0,0.0,0.0
671c1fb0eaffac4732deae76,1,1,2.35,2.35,0.0,0.0,100.0,0.0,0.0
671c27611278b1f70b7b12de,1,1,,,0.0,0.0,100.0,0.0,0.0
671c2d9b1278b123c57b12fb,1,1,3.18,3.18,0.0,0.0,100.0,0.0,0.0
671c2dde1278b152077b12fc,12,10,0.8867,1.08,0.08333333333333333,0.0,83.33,8.33,0.0
671c39521278b124077b1325,2,2,3.13,3.13,0.0,0.0,100.0,0.0,0.0
671c3e30eaffac5eb1deaf08,2,2,0.36,0.36,0.0,0.0,100.0,0.0,0.0
671c42fb1278b1d8427b1349,34,29,0.836,0.48,0.0,0.0,85.29,0.0,0.0
671c5c671278b105ad7b13a3,1,1,0.57,0.57,0.0,0.0,100.0,0.0,0.0
671c67d0eaffac87aadeaf98,3,2,0.32,0.32,0.0,0.0,66.67,0.0,0.0
671c69061278b104997b13cd,1,0,,,0.0,0.0,0.0,0.0,0.0
671ca90e1278b176567b143a,4,4,3.975,3.975,0.0,0.0,100.0,0.0,0.0
671cc3071278b127827b1462,2,2,2.265,2.265,0.0,0.0,100.0,0.0,0.0
671d009b1278b1f5b87b14f5,2,2,1.71,1.71,0.0,0.0,100.0,0.0,0.0
671d043244b1440c679201ea,14,14,0.4833,0.175,0.2857142857142857,0.0,100.0,28.57,0.0
671d16941278b158a27b1551,1,0,,,0.0,0.0,0.0,0.0,0.0
671d21ab1278b13f2f7b15b0,1,1,0.08,0.08,1.0,0.0,100.0,100.0,0.0
671d2c21eaffac67dadeb1d4,5,0,,,0.0,0.0,0.0,0.0,0.0
671d4783eaffac6407deb284,1,1,0.13,0.13,1.0,0.0,100.0,100.0,0.0
671d63221278b17deb7b173a,1,1,0.5,0.5,0.0,0.0,100.0,0.0,0.0
671d71ea44b144a128920452,4,4,1.0067,1.12,0.0,0.0,100.0,0.0,0.0
671d79021278b191ac7b1778,13,9,1.265,1.19,0.0,0.0,69.23,0.0,0.0
671d95f31278b1005e7b17bb,1,1,1.13,1.13,0.0,0.0,100.0,0.0,0.0
671dae9f1278b16e4c7b17e4,10,10,2.5343,3.25,0.1,0.0,100.0,10.0,0.0
671db95844b144f4f09204e3,1,1,0.38,0.38,0.0,0.0,100.0,0.0,0.0
671dbcc5eaffac08ccdeb3c6,1,1,0.65,0.65,0.0,0.0,100.0,0.0,0.0
671dc00044b1443d9a9204ef,3,3,0.3367,0.28,0.6666666666666666,0.0,100.0,66.67,0.0
671ddcb5eaffac008bdeb3e2,1,1,2.95,2.95,0.0,0.0,100.0,0.0,0.0
671dee9deaffaca26ddeb3f2,20,20,1.0405,0.645,0.15,0.0,100.0,15.0,0.0
671def60eaffac21c7deb3f3,1,1,0.1,0.1,1.0,0.0,100.0,100.0,0.0
671e15861278b138927b184d,1,1,0.5,0.5,0.0,0.0,100.0,0.0,0.0
671e3d98eaffaccfd3deb437,12,8,0.3133,0.42,0.08333333333333333,0.0,66.67,8.33,0.0
671e56621278b151817b18a7,2,2,0.78,0.78,0.5,0.0,100.0,50.0,0.0
671e6aa8eaffac2923deb4c5,1,1,1.02,1.02,0.0,0.0,100.0,0.0,0.0
671e7325eaffac6ff0deb4d6,4,4,0.5375,0.37,0.25,0.0,100.0,25.0,0.0
671e807244b14463cc92063d,1,1,0.08,0.08,1.0,0.0,100.0,100.0,0.0
671ea9aa1278b113a07b19a5,2,2,,,0.0,0.0,100.0,0.0,0.0
671eaaf3eaffac3d6bdeb57d,2,2,0.13,0.13,0.5,0.0,100.0,50.0,0.0
671eae4044b144661e9206cc,3,3,0.2833,0.2,0.6666666666666666,0.0,100.0,66.67,0.0
671ec772eaffac3fb3deb5ea,1,1,0.32,0.32,0.0,0.0,100.0,0.0,0.0
671ece5044b1441944920747,3,2,0.5,0.5,0.3333333333333333,0.0,66.67,33.33,0.0
671ed3aa1278b11b677b1a40,2,2,,,0.0,0.0,100.0,0.0,0.0
671edec0eafface3b3deb63f,4,4,0.3125,0.115,0.75,0.0,100.0,75.0,0.0
671efae61278b1139c7b1aa5,1,1,5.0,5.0,0.0,0.0,100.0,0.0,0.0
671f016f1278b11bb67b1ab1,1,1,1.52,1.52,0.0,0.0,100.0,0.0,0.0
671f040e44b144bc779207da,4,2,,,0.0,0.0,50.0,0.0,0.0
671f0d311278b16c967b1ad1,87,87,1.2023,1.35,0.12643678160919541,0.0,100.0,12.64,0.0
671f126244b1443dc59207f4,2,2,1.97,1.97,0.0,0.0,100.0,0.0,0.0
671f1c4a1278b10e4c7b1aea,1,1,2.5,2.5,0.0,0.0,100.0,0.0,0.0
671f1fb5eaffacd40ddeb6cf,1,1,0.22,0.22,1.0,0.0,100.0,100.0,0.0
671f252d44b144d2b7920813,5,5,,,0.0,0.0,100.0,0.0,0.0
671f28d4eafface469deb6db,1,1,0.93,0.93,0.0,0.0,100.0,0.0,0.0
671f4a1e44b14447c0920838,35,26,0.2668,0.125,0.4,0.0,74.29,40.0,0.0
671f5c2f1278b111447b1b3f,1,1,0.9,0.9,0.0,0.0,100.0,0.0,0.0
671f5c3eeaffac65d6deb728,6,2,,,0.0,0.0,33.33,0.0,0.0
671f7d2ac66ca47405afc733,1,1,1.28,1.28,0.0,0.0,100.0,0.0,0.0
671fa53ec680dd39b676006f,21,20,1.01,1.035,0.0,0.0,95.24,0.0,0.0
671fa909c680ddd852760083,1,1,2.12,2.12,0.0,0.0,100.0,0.0,0.0
671fab1bc680dd2df776008f,20,5,0.125,0.125,0.1,0.0,25.0,10.0,0.0
671faf87f1efcc79c0411d9d,2,2,0.645,0.645,0.5,0.0,100.0,50.0,0.0
671fb629c66ca42231afc832,3,2,1.035,1.035,0.0,0.0,66.67,0.0,0.0
671fb8bec66ca43dc6afc848,1,0,,,0.0,0.0,0.0,0.0,0.0
671fbbf12afa4864c8e0a9f2,10,9,0.4067,0.27,0.4,0.0,90.0,40.0,0.0
671fc648c66ca45968afc88f,1,1,0.83,0.83,0.0,0.0,100.0,0.0,0.0
671fc774c680dddbef7600fb,12,10,0.6625,0.24,0.3333333333333333,0.0,83.33,33.33,0.0
671fca87c66ca446cfafc8a8,1,1,0.93,0.93,0.0,0.0,100.0,0.0,0.0
671fcaad0543e6e5edd55d0a,11,11,0.2018,0.1,0.8181818181818182,0.0,100.0,81.82,0.0
671fcd1ac680dd8f5c76010e,1,0,,,0.0,0.0,0.0,0.0,0.0
671fe4a1ae2ec1cd99555fe2,4,4,,,0.0,0.0,100.0,0.0,0.0
671fed3df1efcc3086411f86,2,2,0.3,0.3,0.5,0.0,100.0,50.0,0.0
671feeb4c680ddf7a97601f0,2,1,,,0.0,0.0,50.0,0.0,0.0
671ff50af1efcc842b411fd2,3,2,,,0.0,0.0,66.67,0.0,0.0
67200538c66ca4a0b8afcab7,9,9,0.826,0.93,0.1111111111111111,0.0,100.0,11.11,0.0
67200897f1efcc38f141205c,1,1,0.72,0.72,0.0,0.0,100.0,0.0,0.0
67201e3ef1efcc6f3c4120c8,5,3,,,0.0,0.0,60.0,0.0,0.0
67202fa9c680dd1c6d760360,1,1,0.18,0.18,1.0,0.0,100.0,100.0,0.0
67203095c680dd70fc760368,6,6,1.1983,1.015,0.3333333333333333,0.0,100.0,33.33,0.0
672031cac66ca48510afcb83,2,1,0.63,0.63,0.0,0.0,50.0,0.0,0.0
67204355c66ca4b144afcbcc,3,2,1.175,1.175,0.0,0.0,66.67,0.0,0.0
67204a92c680dd2a7f7603dc,5,5,0.03,0.03,0.2,0.0,100.0,20.0,0.0
67204bb3f1efcc0e19412157,3,3,0.66,0.65,0.0,0.0,100.0,0.0,0.0
67204be5c680dd0b597603de,2,1,0.35,0.35,0.0,0.0,50.0,0.0,0.0
67205c4ef1efcc0bb741218c,12,11,0.3955,0.23,0.5833333333333334,0.0,91.67,58.33,0.0
6720ba678b44f8f0e2bb2a87,1,0,,,0.0,0.0,0.0,0.0,0.0
6720d90c3ae4e12c357eaaed,4,2,,,0.0,0.0,50.0,0.0,0.0
6720ecb99a59439729b55b93,2,1,0.47,0.47,0.0,0.0,50.0,0.0,0.0
6720ed3061d2c05ad5107ea5,4,2,,,0.0,0.0,50.0,0.0,0.0
6720f01e4df55576d24aac90,22,21,1.0155,0.56,0.4090909090909091,0.0,95.45,40.91,0.0
6720f32b9a594376c8b55bc3,2,2,,,0.0,0.0,100.0,0.0,0.0
6720f80e9a5943ada7b55bef,20,18,0.7218,0.5,0.05,0.0,90.0,5.0,0.0
6720fe739a5943c251b55c22,2,2,2.645,2.645,0.0,0.0,100.0,0.0,0.0
672113693ae4e12bf87eab97,1,1,,,0.0,0.0,100.0,0.0,0.0
672119673ae4e1c5fd7eaba6,1,1,1.3,1.3,0.0,0.0,100.0,0.0,0.0
672121649a594375fbb55d4e,4,3,0.2,0.2,0.5,0.0,75.0,50.0,0.0
672124ff9a594382c6b55d79,6,6,1.6667,1.76,0.0,0.0,100.0,0.0,0.0
672125fe3ae4e173f47eabd3,5,4,3.3325,3.875,0.0,0.0,80.0,0.0,0.0
672127a74df555bc2b4aad3f,1,1,0.88,0.88,0.0,0.0,100.0,0.0,0.0
67212e5d3ae4e1fdec7eabe2,3,3,1.25,1.38,0.0,0.0,100.0,0.0,0.0
672138e89a59434480b55e0d,2,2,0.215,0.215,1.0,0.0,100.0,100.0,0.0
6721391a9a59438c8db55e0e,4,4,,,0.0,0.0,100.0,0.0,0.0
6721404561d2c07e71107fec,3,3,0.71,0.71,0.0,0.0,100.0,0.0,0.0
672144b19a5943775bb55e9b,2,2,1.3,1.3,0.0,0.0,100.0,0.0,0.0
6721473e4df5556f164aadc4,4,4,0.7425,0.75,0.0,0.0,100.0,0.0,0.0
67214afa9883ea1f55605f61,13,8,0.7238,0.44,0.23076923076923078,0.0,61.54,23.08,0.0
6721519b3ae4e1e2557eac8a,1,1,1.8,1.8,0.0,0.0,100.0,0.0,0.0
6721631fc0f54b554983533a,1,1,0.07,0.07,1.0,0.0,100.0,100.0,0.0
672177b3c0f54bdcd98353c6,1,1,0.28,0.28,1.0,0.0,100.0,100.0,0.0
67217e999a5943fc47b56032,9,7,0.78,0.6,0.0,0.0,77.78,0.0,0.0
672185d561d2c044071080bb,1,1,1.07,1.07,0.0,0.0,100.0,0.0,0.0
67218b4cc0f54b4b2f835415,4,3,0.54,0.47,0.0,0.0,75.0,0.0,0.0
6721a1359883ea6b78606009,6,6,0.736,0.52,0.3333333333333333,0.0,100.0,33.33,0.0
6721a459c0f54b075983545f,1,0,,,0.0,0.0,0.0,0.0,0.0
6721bddd61d2c0b33f1080f7,2,2,,,0.0,0.0,100.0,0.0,0.0
6721d8904df5556f194aaea7,2,2,1.47,1.47,0.5,0.0,100.0,50.0,0.0
6721e54ba3329ea4afa58a2b,5,0,,,0.0,0.0,0.0,0.0,0.0
6721eb9cb7900d0f6733aab3,2,2,0.75,0.75,0.0,0.0,100.0,0.0,0.0
6721ffeda3329ea295a58a49,1,1,1.13,1.13,0.0,0.0,100.0,0.0,0.0
6722189ed8eb93438b877226,3,2,1.575,1.575,0.3333333333333333,0.0,66.67,33.33,0.0
672228ced8eb9323bf87724e,3,2,0.225,0.225,0.3333333333333333,0.0,66.67,33.33,0.0
67222aa25d8c4d6c11f94cf3,9,4,0.175,0.175,0.1111111111111111,0.0,44.44,11.11,0.0
672237bbd8eb9317eb87727e,1,1,,,0.0,0.0,100.0,0.0,0.0
672239dcd8eb93b1dc87728a,2,2,,,0.0,0.0,100.0,0.0,0.0
67224a5c218b37f163186029,4,4,1.16,1.295,0.25,0.0,100.0,25.0,0.0
67224aee218b374cd618602b,3,2,1.57,1.57,0.0,0.0,66.67,0.0,0.0
67224f3fd8eb93167f87730f,1,0,,,0.0,0.0,0.0,0.0,0.0
67225aec218b3727f7186062,4,4,0.1425,0.135,1.0,0.0,100.0,100.0,0.0
67226149d8eb9374da8773ac,21,21,0.908,0.485,0.2857142857142857,0.0,100.0,28.57,0.0
672286b0d8eb938f15877512,6,6,0.3217,0.125,0.6666666666666666,0.0,100.0,66.67,0.0
67229795a3329e2cada58c09,11,3,0.84,0.84,0.09090909090909091,0.0,27.27,9.09,0.0
